"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50086726","LA CASA DE JULIA","Queens","64-09","ROOSEVELT AVENUE","11377","3478080627","Mexican","10/30/2023","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","18","B","10/30/2023","04/20/2026","Cycle Inspection / Re-inspection","40.74596452401","-73.89984420888","402","26","026100","4028418","4012340183","QN63","POINT (-73.899844208881 40.745964524009)"
"40549913","MCDONALD'S","Bronx","2170","WHITE PLAINS ROAD","10462","7189315822","Hamburgers","06/05/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","5","A","06/05/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.85558194288","-73.86764660146","211","13","022403","2049394","2043180012","BX49","POINT (-73.867646601463 40.855581942878)"
"50114154","NUTRICION PILAR","Bronx","117","EAST  184 STREET","10468","3479950147","Juice, Smoothies, Fruit Salads","11/26/2024","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","7","A","11/26/2024","04/20/2026","Cycle Inspection / Re-inspection","40.85979784163","-73.90025416122","205","14","023703","2013917","2031730064","BX40","POINT (-73.900254161215 40.859797841625)"
"50072251","FRESH TACO","Queens","1701","PUTNAM AVENUE","11385","7188216563","Tex-Mex","02/01/2023","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","16",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.70053320849","-73.90645489798","405","34","055100","4082690","4034600001","QN20","POINT (-73.906454897979 40.700533208494)"
"50148333","YGF MALATANG","Manhattan","92","3 AVENUE","10003","6468608838","Chinese","12/10/2024","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","24","Z","12/10/2024","04/20/2026","Pre-permit (Operational) / Re-inspection","40.73216851492","-73.988009929","103","02","004200","1009022","1005580032","MN22","POINT (-73.988009929002 40.732168514915)"
"40386672","FRANK'S SOUP BOWL","Bronx","3580","BRONXWOOD AVENUE","10469","7185199277","Caribbean","04/22/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","27","B","04/22/2024","04/20/2026","Cycle Inspection / Re-inspection","40.87730230145","-73.85949224606","212","12","038200","2058738","2046830049","BX44","POINT (-73.85949224606 40.877302301449)"
"50123686","HILTON GARDEN INN -MANHATTAN- MIDTOWN EAST","Manhattan","206","EAST   52 STREET","10022","7174125500","American","12/24/2024","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","44",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75687890625","-73.96942349774","106","04","009800","1089027","1013250050","MN19","POINT (-73.969423497738 40.756878906249)"
"50047483","LOVE & DOUGH","Brooklyn","57","PEARL STREET","11201","7182194101","Italian","04/25/2024","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","5","A","04/25/2024","04/20/2026","Cycle Inspection / Re-inspection","40.70304922509","-73.98758239155","302","33","002100","3000090","3000400001","BK38","POINT (-73.987582391545 40.703049225092)"
"50115619","BURGER KING","Brooklyn","6413","14 AVENUE","11219","7182368074","Hamburgers","11/27/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","38",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.62510369174","-73.99883282358","311","43","019400","3424661","3057480003","BK30","POINT (-73.998832823581 40.625103691743)"
"50038867","LELLA ALIMENTARI","Brooklyn","325","MANHATTAN AVENUE","11211","9175359142","Coffee/Tea","01/23/2026","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","38",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.7151636782","-73.94621541262","301","34","050100","3068573","3027530029","BK90","POINT (-73.946215412621 40.7151636782)"
"50142136","BRUNCH SPOT NYC","Queens","60-13","MYRTLE AVENUE","11385","3479846280","Juice, Smoothies, Fruit Salads","01/28/2025","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","27","B","01/28/2025","04/20/2026","Cycle Inspection / Re-inspection","40.70053674433","-73.8977380057","405","30","058300","4084515","4035180047","QN20","POINT (-73.897738005701 40.700536744328)"
"50156239","THE LATIN CORNER","Queens","116-20","JAMAICA AVENUE","11418","9293404205","Spanish","08/05/2024","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","19",,,"04/20/2026","Pre-permit (Non-operational) / Initial Inspection","40.69920375844","-73.8330949777","409","29","012200","4195822","4093260008","QN54","POINT (-73.833094977703 40.699203758438)"
"50091389","AUNTIE ANNE'S PRETZELS, CARVEL","Manhattan","151","WEST   34 STREET","10001","6463689668","Hotdogs/Pretzels","01/18/2024","Violations were cited in the following area(s).","20-04","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Re-inspection","40.75050916477","-73.98947917044","105","03","010900","1015219","1008100001","MN17","POINT (-73.989479170444 40.750509164767)"
"50132843","KANYAKUMARI","Manhattan","20","EAST   17 STREET","10003","6467073688","Indian","09/25/2024","Violations were cited in the following area(s).","10C","Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.","Not Critical","17",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.73743325363","-73.99109063094","105","02","005200","1016090","1008447502","MN13","POINT (-73.991090630942 40.737433253626)"
"50163332","UT 47 KITCHEN & BAR","Manhattan","683","9 AVENUE","10036","6468430856","Asian/Asian Fusion","01/17/2026","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.76169961774","-73.99025711556","104","03","012700","1026567","1010570029","MN15","POINT (-73.990257115557 40.761699617738)"
"50136262","DELICIAS DEL VALLE 3452 RESTAURANT","Bronx","3452","BOSTON ROAD","10469","3473762414","Latin American","03/17/2026","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","20",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.87631674752","-73.84853042947","212","12","036400","2060739","2047370105","BX03","POINT (-73.848530429465 40.876316747524)"
"50172125","KABAB KING","Queens","73-01","37 ROAD","11372","7184575857","Pakistani","02/18/2026","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","42","Z","02/18/2026","04/20/2026","Pre-permit (Operational) / Re-inspection","40.74715438327","-73.89227428969","403","25","028900","4029791","4012840007","QN28","POINT (-73.892274289694 40.747154383272)"
"50130739","PHOSHIME","Manhattan","165","EAST   33 STREET","10016","9178151661","Asian/Asian Fusion","11/14/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","17","B","11/14/2024","04/20/2026","Cycle Inspection / Re-inspection","40.74543549628","-73.97949767966","106","04","007200","1018500","1008890035","MN20","POINT (-73.97949767966 40.74543549628)"
"50107935","A TASTE OF SEAFOOD","Manhattan","2","WEST  125 STREET","10027","6464766847","Seafood","11/12/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","48","C","11/12/2024","04/20/2026","Cycle Inspection / Re-inspection","40.8065019541","-73.94250378322","110","09","020000","1053466","1017220039","MN11","POINT (-73.942503783219 40.806501954102)"
"50115715","BOON CHU THAI STREET FOOD","Queens","136-20","ROOSEVELT AVENUE","11354","9179454965","Thai","02/23/2022","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","30",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.75977790824","-73.82923542849","407","20","085300","4113546","4050190005","QN22","POINT (-73.829235428489 40.759777908235)"
"50000017","HAPPY DRAGON","Bronx","3388","JEROME AVENUE","10467","7182313388","Chinese","05/15/2025","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","12","A","05/15/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.88054069445","-73.88372539382","207","11","041900","2017755","2033260122","BX43","POINT (-73.88372539382 40.880540694445)"
"41337492","ROSA'S PIZZA & PASTA","Queens","62-65","FRESH POND ROAD","11385","7184977672","Pizza","02/20/2025","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","22","B","02/20/2025","04/20/2026","Cycle Inspection / Re-inspection","40.71244870373","-73.90045747736","405","30","061301","4087420","4036080022","QN20","POINT (-73.900457477359 40.712448703732)"
"50105882","MISTO BAR AND GRILL","Bronx","2314","EASTCHESTER ROAD","10469","7186976400","Italian","04/30/2025","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.85984373722","-73.84304050325","211","13","031200","2050823","2043930001","BX31","POINT (-73.84304050325 40.859843737216)"
"50131981","PASTA CORNER","Manhattan","9","EAST   53 STREET","10022","2123811355","Italian","08/23/2023","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","10","A","08/23/2023","04/20/2026","Pre-permit (Operational) / Initial Inspection","40.76018225855","-73.9752625191","105","04","010200","1035726","1012890008","MN17","POINT (-73.9752625191 40.760182258549)"
"41333632","JUICE BAR PLUS","Manhattan","700","3 AVENUE","10017","2128670887","Juice, Smoothies, Fruit Salads","06/26/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","06/26/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.75196956292","-73.97358004522","106","04","009200","1036168","1012980040","MN19","POINT (-73.973580045221 40.751969562918)"
"40398139","ZHANG,BING XIN & WEN,LI QING","Queens","609","BEACH   20 STREET","11691",,,"01/01/1900",,,,"Not Applicable",,,,"04/20/2026",,"40.60101398565","-73.75368500761","414","31","100802","4300871","4157500001","QN15","POINT (-73.753685007613 40.601013985647)"
"41350171","BURGER KING, POPEYES","Queens","164-17","UNION TURNPIKE","11366","7189693423","Hamburgers","08/04/2025","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","40",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.72165106383","-73.80394651219","408","24","124100","4150949","4069720021","QN38","POINT (-73.80394651219 40.721651063827)"
